"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Antigua and Barbuda","2011","All genders","Not applicable","Number","1583"
"Antigua and Barbuda","2010","Male","Not applicable","Number","808"
"Antigua and Barbuda","2010","All genders","Not applicable","Number","1592"
"Antigua and Barbuda","2010","Female","Not applicable","Number","784"
"Antigua and Barbuda","2009","All genders","Not applicable","Number","1595"
"Antigua and Barbuda","2009","Female","Not applicable","Number","793"
"Antigua and Barbuda","2009","Male","Not applicable","Number","802"
"Antigua and Barbuda","2008","Female","Not applicable","Number","801"
"Antigua and Barbuda","2008","All genders","Not applicable","Number","1594"
"Antigua and Barbuda","2008","Male","Not applicable","Number","793"
"Antigua and Barbuda","2007","Male","Not applicable","Number","781"
"Antigua and Barbuda","2007","All genders","Not applicable","Number","1592"
"Antigua and Barbuda","2007","Female","Not applicable","Number","811"
"Antigua and Barbuda","2006","Female","Not applicable","Number","822"
"Antigua and Barbuda","2006","Male","Not applicable","Number","768"
"Antigua and Barbuda","2006","All genders","Not applicable","Number","1590"
"Antigua and Barbuda","2005","All genders","Not applicable","Number","1563"
"Antigua and Barbuda","2005","Male","Not applicable","Number","752"
"Antigua and Barbuda","2005","Female","Not applicable","Number","811"
"Antigua and Barbuda","2004","All genders","Not applicable","Number","1537"
"Antigua and Barbuda","2004","Female","Not applicable","Number","798"
"Antigua and Barbuda","2004","Male","Not applicable","Number","739"
"Antigua and Barbuda","2003","Male","Not applicable","Number","733"
"Antigua and Barbuda","2003","All genders","Not applicable","Number","1525"
"Antigua and Barbuda","2003","Female","Not applicable","Number","792"
"Antigua and Barbuda","2002","Female","Not applicable","Number","801"
"Antigua and Barbuda","2002","All genders","Not applicable","Number","1537"
"Antigua and Barbuda","2002","Male","Not applicable","Number","736"
"Antigua and Barbuda","2001","All genders","Not applicable","Number","1574"
"Antigua and Barbuda","2001","Female","Not applicable","Number","822"
"Antigua and Barbuda","2001","Male","Not applicable","Number","752"
"Antigua and Barbuda","2000","Male","Not applicable","Number","733"
"Antigua and Barbuda","2000","Female","Not applicable","Number","806"
"Antigua and Barbuda","2000","All genders","Not applicable","Number","1539"
"Antigua and Barbuda","1999","All genders","Not applicable","Number","1479"
"Antigua and Barbuda","1999","Male","Not applicable","Number","707"
"Antigua and Barbuda","1999","Female","Not applicable","Number","772"
"Antigua and Barbuda","1998","Female","Not applicable","Number","741"
"Antigua and Barbuda","1998","All genders","Not applicable","Number","1428"
"Antigua and Barbuda","1998","Male","Not applicable","Number","687"
"Antigua and Barbuda","1997","Male","Not applicable","Number","685"
"Antigua and Barbuda","1997","All genders","Not applicable","Number","1416"
"Antigua and Barbuda","1997","Female","Not applicable","Number","731"
"Antigua and Barbuda","1996","Female","Not applicable","Number","742"
"Antigua and Barbuda","1996","Male","Not applicable","Number","702"
"Antigua and Barbuda","1996","All genders","Not applicable","Number","1444"
"Antigua and Barbuda","1995","All genders","Not applicable","Number","1401"
"Antigua and Barbuda","1995","Male","Not applicable","Number","682"
"Antigua and Barbuda","1995","Female","Not applicable","Number","719"
"Antigua and Barbuda","1994","Female","Not applicable","Number","672"
"Antigua and Barbuda","1994","Male","Not applicable","Number","639"
"Antigua and Barbuda","1994","All genders","Not applicable","Number","1311"
"Antigua and Barbuda","1993","Male","Not applicable","Number","591"
"Antigua and Barbuda","1993","Female","Not applicable","Number","620"
"Antigua and Barbuda","1993","All genders","Not applicable","Number","1211"
"Antigua and Barbuda","1992","All genders","Not applicable","Number","1117"
"Antigua and Barbuda","1992","Female","Not applicable","Number","572"
"Antigua and Barbuda","1992","Male","Not applicable","Number","545"
"Antigua and Barbuda","1991","All genders","Not applicable","Number","1026"
"Antigua and Barbuda","1991","Female","Not applicable","Number","525"
"Antigua and Barbuda","1991","Male","Not applicable","Number","501"
"Antigua and Barbuda","1990","Male","Not applicable","Number","486"
"Antigua and Barbuda","1990","All genders","Not applicable","Number","990"
"Antigua and Barbuda","1990","Female","Not applicable","Number","504"
"Antigua and Barbuda","1989","Female","Not applicable","Number","529"
"Antigua and Barbuda","1989","All genders","Not applicable","Number","1043"
"Antigua and Barbuda","1989","Male","Not applicable","Number","514"
"Antigua and Barbuda","1988","All genders","Not applicable","Number","1145"
"Antigua and Barbuda","1988","Female","Not applicable","Number","579"
"Antigua and Barbuda","1988","Male","Not applicable","Number","566"
"Antigua and Barbuda","1987","Male","Not applicable","Number","631"
"Antigua and Barbuda","1987","All genders","Not applicable","Number","1270"
"Antigua and Barbuda","1987","Female","Not applicable","Number","639"
"Antigua and Barbuda","1986","Female","Not applicable","Number","717"
"Antigua and Barbuda","1986","Male","Not applicable","Number","712"
"Antigua and Barbuda","1986","All genders","Not applicable","Number","1429"
"Antigua and Barbuda","1985","Male","Not applicable","Number","766"
"Antigua and Barbuda","1985","All genders","Not applicable","Number","1533"
"Antigua and Barbuda","1985","Female","Not applicable","Number","767"
"Antigua and Barbuda","1984","All genders","Not applicable","Number","1606"
"Antigua and Barbuda","1984","Female","Not applicable","Number","801"
"Antigua and Barbuda","1984","Male","Not applicable","Number","805"
"Antigua and Barbuda","1983","Male","Not applicable","Number","836"
"Antigua and Barbuda","1983","Female","Not applicable","Number","827"
"Antigua and Barbuda","1983","All genders","Not applicable","Number","1663"
"Antigua and Barbuda","1982","All genders","Not applicable","Number","1716"
"Antigua and Barbuda","1982","Female","Not applicable","Number","851"
"Antigua and Barbuda","1982","Male","Not applicable","Number","865"
"Antigua and Barbuda","1981","Female","Not applicable","Number","864"
"Antigua and Barbuda","1981","All genders","Not applicable","Number","1745"
"Antigua and Barbuda","1981","Male","Not applicable","Number","881"
"Antigua and Barbuda","1980","All genders","Not applicable","Number","1762"
"Antigua and Barbuda","1980","Female","Not applicable","Number","874"
"Antigua and Barbuda","1980","Male","Not applicable","Number","888"
"Antigua and Barbuda","1979","Male","Not applicable","Number","884"
"Antigua and Barbuda","1979","Female","Not applicable","Number","877"
"Antigua and Barbuda","1979","All genders","Not applicable","Number","1761"
"Antigua and Barbuda","1978","Male","Not applicable","Number","874"
"Antigua and Barbuda","1978","Female","Not applicable","Number","872"
"Antigua and Barbuda","1978","All genders","Not applicable","Number","1746"
"Antigua and Barbuda","1977","All genders","Not applicable","Number","1724"
"Antigua and Barbuda","1977","Female","Not applicable","Number","865"
"Antigua and Barbuda","1977","Male","Not applicable","Number","859"
"Antigua and Barbuda","1976","Male","Not applicable","Number","843"
"Antigua and Barbuda","1976","Female","Not applicable","Number","853"
"Antigua and Barbuda","1976","All genders","Not applicable","Number","1696"
"Antigua and Barbuda","1975","Female","Not applicable","Number","842"
"Antigua and Barbuda","1975","Male","Not applicable","Number","828"
"Antigua and Barbuda","1975","All genders","Not applicable","Number","1670"
"Argentina","2012","Male","Not applicable","Number","335553"
"Argentina","2012","Female","Not applicable","Number","324310"
"Argentina","2012","All genders","Not applicable","Number","659863"
"Argentina","2011","Female","Not applicable","Number","327105"
"Argentina","2011","Male","Not applicable","Number","338345"
"Argentina","2011","All genders","Not applicable","Number","665450"
"Argentina","2010","All genders","Not applicable","Number","671965"
"Argentina","2010","Male","Not applicable","Number","341631"
"Argentina","2010","Female","Not applicable","Number","330334"
"Argentina","2009","Female","Not applicable","Number","333272"
"Argentina","2009","Male","Not applicable","Number","344465"
"Argentina","2009","All genders","Not applicable","Number","677737"
"Argentina","2008","All genders","Not applicable","Number","681845"
"Argentina","2008","Male","Not applicable","Number","346474"
"Argentina","2008","Female","Not applicable","Number","335371"
"Argentina","2007","Female","Not applicable","Number","337023"
"Argentina","2007","Male","Not applicable","Number","348065"
"Argentina","2007","All genders","Not applicable","Number","685088"
"Argentina","2006","All genders","Not applicable","Number","688174"
"Argentina","2006","Male","Not applicable","Number","349596"
"Argentina","2006","Female","Not applicable","Number","338578"
"Argentina","2005","Female","Not applicable","Number","339879"
"Argentina","2005","All genders","Not applicable","Number","690782"
"Argentina","2005","Male","Not applicable","Number","350903"
"Argentina","2004","Male","Not applicable","Number","351563"
"Argentina","2004","All genders","Not applicable","Number","692122"
"Argentina","2004","Female","Not applicable","Number","340559"
"Argentina","2003","Female","Not applicable","Number","339935"
"Argentina","2003","Male","Not applicable","Number","350944"
"Argentina","2003","All genders","Not applicable","Number","690879"
"Argentina","2002","All genders","Not applicable","Number","688209"
"Argentina","2002","Male","Not applicable","Number","349616"
"Argentina","2002","Female","Not applicable","Number","338593"
"Argentina","2001","Female","Not applicable","Number","337054"
"Argentina","2001","Male","Not applicable","Number","348090"
